2.5595,3.0739,2.8893
2.2928,3.2776,1.6404
3.8828,0.96124,1.5634
2.2699,3.2936,0.69478
3.0376,2.6025,1.4667
3.9074,0.85554,1.8722
3.7112,1.4923,2.0374
3.233,2.3554,1.1865
2.1341,3.3831,1.1023
2.111,3.3976,2.9639
3.8541,1.0704,0.11322
2.0931,3.4086,2.6555
2.1351,3.3825,2.7399
3.3612,2.1685,2.3886
2.6002,3.0396,0.29614
3.8692,1.0145,0.78561
3.4825,1.9678,1.0061
2.2627,3.2985,2.0392
2.6227,3.0201,0.40966
2.1279,3.387,2.1637
2.9808,2.6673,0.32029
3.9498,0.63164,1.9613
2.4608,3.1535,1.4825
2.2069,3.3361,2.3372
2.9236,2.7299,2.1451
2.7173,2.9353,2.7112
2.7566,2.8985,2.6728
3.5347,1.8723,1.0025
2.9815,2.6666,2.0962
3.8404,1.1186,0.59343
2.854,2.8026,0.091623
3.952,0.61752,2.2322
3.7134,1.4869,1.5001
3.9435,0.66968,1.4398
3.9078,0.85407,2.7142
2.5347,3.0944,1.8296
2.8828,2.773,1.853
3.6558,1.6233,2.5783
2.1567,3.3687,2.4165
3.9505,0.62703,1.7302
3.4513,2.0221,0.54877
3.553,1.8375,0.7198
2.6962,2.9547,2.6595
2.6144,3.0274,0.086022
3.8239,1.174,1.4697
3.3524,2.182,0.50378
3.4384,2.0438,2.936
3.0039,2.6413,2.1381
2.8454,2.8113,1.5014
2.7256,2.9277,1.4133
3.7146,1.4838,0.17886
2.9212,2.7325,2.0459
2.9824,2.6656,0.12729
3.8491,1.0882,0.21434
3.8898,0.93263,1.5649
3.335,2.2085,0.29019
2.1271,3.3875,2.4544
3.6201,1.7014,2.4526
3.1476,2.4683,2.1673
3.7817,1.3034,0.4496
2.7348,2.9191,1.9788
3.7425,1.4119,1.5558
3.3195,2.2318,2.9189
2.872,2.7842,1.947
2.3376,3.2459,2.401
2.1285,3.3867,1.3614
3.2322,2.3564,1.2972
3.8723,1.0028,2.4759
3.8622,1.0409,0.25041
3.7394,1.4202,0.39951
2.4851,3.1343,0.52017
3.7436,1.4091,1.1728
2.5607,3.0729,2.4941
3.7574,1.3719,2.4101
2.2214,3.3265,0.18141
3.6049,1.7333,1.1978
3.8132,1.2082,1.5806
3.7477,1.398,1.2504
3.0764,2.5565,1.9706
3.3852,2.1309,1.8839
3.6023,1.7389,0.87595
2.5136,3.1116,1.295
3.1477,2.4683,0.046461
3.2268,2.3639,2.9522
2.2583,3.3016,0.50151
3.701,1.5173,0.31865
2.7188,2.934,1.1172
2.7282,2.9253,0.59436
3.5549,1.8338,1.4691
3.1869,2.4173,1.0185
3.9238,0.77729,2.8549
3.9386,0.69793,2.761
3.2675,2.3072,0.15803
2.6588,2.9884,2.2136
2.2068,3.3362,0.80736
3.8802,0.97169,1.2685
3.1847,2.4203,1.6436
3.3928,2.1187,2.8282
3.9627,0.54483,1.2532
3.6252,1.6905,2.9492
3.8496,1.0867,0.90436
2.6169,3.0252,2.1033
3.6646,1.6035,1.999
3.2723,2.3004,1.6174
3.8461,1.0989,2.0943
3.1093,2.5164,1.9996
3.7322,1.439,0.5344
2.9849,2.6628,0.38404
2.8971,2.758,2.9972
2.7432,2.9112,0.51336
3.4291,2.0595,0.097802
3.9179,0.80607,1.6836
3.7754,1.3214,2.6456
2.27,3.2935,2.0075
3.8592,1.0518,0.5713
2.5279,3.0999,1.1067
3.2514,2.3299,1.3822
2.0123,3.457,2.9449
3.9221,0.78568,0.46921
3.4439,2.0346,2.5666
3.9001,0.88832,1.9343
2.1204,3.3918,1.1288
3.9663,0.51828,0.57277
2.6705,2.978,1.2848
2.5522,3.08,1.4461
2.5595,3.0739,7.3618
2.2928,3.2776,8.7685
3.8828,0.96124,7.6786
2.2699,3.2936,8.1539
3.0376,2.6025,8.749
3.9074,0.85554,7.7554
3.7112,1.4923,7.8713
3.233,2.3554,8.8513
2.1341,3.3831,7.7958
2.111,3.3976,9.4731
3.8541,1.0704,9.948
2.0931,3.4086,9.1907
2.1351,3.3825,8.0316
3.3612,2.1685,8.7522
2.6002,3.0396,7.3233
3.8692,1.0145,9.7189
3.4825,1.9678,9.639
2.2627,3.2985,9.4533
2.6227,3.0201,7.7822
2.1279,3.387,8.7831
2.9808,2.6673,7.0675
3.9498,0.63164,8.2758
2.4608,3.1535,7.9382
2.2069,3.3361,7.4845
2.9236,2.7299,7.5363
2.7173,2.9353,8.2687
2.7566,2.8985,7.2827
3.5347,1.8723,8.7956
2.9815,2.6666,8.4128
3.8404,1.1186,9.0878
2.854,2.8026,9.0997
3.952,0.61752,8.9156
3.7134,1.4869,7.1008
3.9435,0.66968,7.2064
3.9078,0.85407,7.9588
2.5347,3.0944,8.5926
2.8828,2.773,8.9633
3.6558,1.6233,8.2229
2.1567,3.3687,9.4599
3.9505,0.62703,9.1551
3.4513,2.0221,9.9059
3.553,1.8375,8.594
2.6962,2.9547,7.9754
2.6144,3.0274,7.3169
3.8239,1.174,8.8329
3.3524,2.182,9.3364
3.4384,2.0438,8.2704
3.0039,2.6413,7.2725
2.8454,2.8113,7.7994
2.7256,2.9277,7.461
3.7146,1.4838,7.843
2.9212,2.7325,8.3203
2.9824,2.6656,8.5814
3.8491,1.0882,8.3723
3.8898,0.93263,9.6261
3.335,2.2085,8.5542
2.1271,3.3875,9.8309
3.6201,1.7014,8.9131
3.1476,2.4683,9.8731
3.7817,1.3034,7.7221
2.7348,2.9191,9.0284
3.7425,1.4119,7.8672
3.3195,2.2318,9.0154
2.872,2.7842,9.0854
2.3376,3.2459,7.204
2.1285,3.3867,7.7644
3.2322,2.3564,7.6721
3.8723,1.0028,9.0035
3.8622,1.0409,9.5332
3.7394,1.4202,8.0334
2.4851,3.1343,9.3416
3.7436,1.4091,9.026
2.5607,3.0729,7.0201
3.7574,1.3719,8.8065
2.2214,3.3265,8.1603
3.6049,1.7333,9.748
3.8132,1.2082,7.0035
3.7477,1.398,8.3873
3.0764,2.5565,8.273
3.3852,2.1309,8.3827
3.6023,1.7389,9.3105
2.5136,3.1116,7.9674
3.1477,2.4683,9.3542
3.2268,2.3639,8.4141
2.2583,3.3016,7.1073
3.701,1.5173,7.5276
2.7188,2.934,9.1653
2.7282,2.9253,8.4205
3.5549,1.8338,7.4582
3.1869,2.4173,8.0234
3.9238,0.77729,8.8222
3.9386,0.69793,7.5752
3.2675,2.3072,9.2153
2.6588,2.9884,7.7285
2.2068,3.3362,9.7523
3.8802,0.97169,7.8072
3.1847,2.4203,9.2965
3.3928,2.1187,7.566
3.9627,0.54483,7.8625
3.6252,1.6905,7.2733
3.8496,1.0867,8.7286
2.6169,3.0252,9.0501
3.6646,1.6035,8.6398
3.2723,2.3004,8.2772
3.8461,1.0989,8.9333
3.1093,2.5164,8.9429
3.7322,1.439,9.0371
2.9849,2.6628,8.9074
2.8971,2.758,9.8355
2.7432,2.9112,7.6268
3.4291,2.0595,9.1278
3.9179,0.80607,7.7087
3.7754,1.3214,7.3582
2.27,3.2935,8.8219
3.8592,1.0518,8.3504
2.5279,3.0999,8.3762
3.2514,2.3299,8.9858
2.0123,3.457,9.3109
3.9221,0.78568,8.0507
3.4439,2.0346,8.986
3.9001,0.88832,8.2485
2.1204,3.3918,9.5258
3.9663,0.51828,9.4988
2.6705,2.978,7.7693
2.5522,3.08,8.8404
-3.8789,0.97669,2.8893
-2.2632,3.2982,1.6404
-3.1133,2.5114,1.5634
-2.7646,2.8908,0.69478
-3.8094,1.2199,1.4667
-3.1852,2.4196,1.8722
-3.9138,0.82603,2.0374
-2.5498,3.082,1.1865
-2.7751,2.8808,1.1023
-2.4452,3.1656,2.9639
-2.4175,3.1868,0.11322
-3.8795,0.97455,2.6555
-3.4851,1.9631,2.7399
-3.4298,2.0582,2.3886
-2.4435,3.1669,0.29614
-3.8644,1.0326,0.78561
-3.5591,1.8256,1.0061
-2.9972,2.6489,2.0392
-3.3585,2.1727,0.40966
-3.118,2.5056,2.1637
-2.2374,3.3157,0.32029
-2.711,2.9412,1.9613
-2.3799,3.215,1.4825
-2.5556,3.0771,2.3372
-2.7111,2.9411,2.1451
-3.1534,2.4609,2.7112
-2.1564,3.369,2.6728
-3.9076,0.85462,1.0025
-3.9378,0.70251,2.0962
-3.3129,2.2415,0.59343
-3.3096,2.2465,0.091623
-2.9647,2.6852,2.2322
-3.9055,0.8642,1.5001
-3.0415,2.598,1.4398
-2.3439,3.2413,2.7142
-3.7865,1.2892,1.8296
-3.09,2.5401,1.853
-2.7158,2.9368,2.5783
-3.1229,2.4995,2.4165
-2.2996,3.2729,1.7302
-2.4055,3.1959,0.54877
-3.936,0.71244,0.7198
-3.945,0.6613,2.6595
-3.477,1.9775,0.086022
-2.1877,3.3487,1.4697
-2.697,2.954,0.50378
-3.0026,2.6428,2.936
-3.8325,1.1455,2.1381
-2.049,3.4354,1.5014
-2.1357,3.3821,1.4133
-2.5131,3.112,0.17886
-3.6035,1.7363,2.0459
-3.7251,1.4572,0.12729
-3.6013,1.7409,0.21434
-3.2282,2.3619,1.5649
-3.4244,2.0672,0.29019
-2.8601,2.7964,2.4544
-3.7423,1.4126,2.4526
-2.5699,3.0652,2.1673
-3.6616,1.6102,0.4496
-2.5545,3.0781,1.9788
-3.0396,2.6001,1.5558
-3.5651,1.8139,2.9189
-3.7865,1.2893,1.947
-2.2531,3.305,2.401
-3.9275,0.75833,1.3614
-3.7811,1.3051,1.2972
-3.3045,2.254,2.4759
-3.1951,2.4065,0.25041
-3.2192,2.3742,0.39951
-2.8858,2.7698,0.52017
-3.3489,2.1874,1.1728
-3.3535,2.1804,2.4941
-3.8287,1.1581,2.4101
-3.8035,1.2383,0.18141
-3.5958,1.7522,1.1978
-3.0638,2.5717,1.5806
-3.8222,1.1794,1.2504
-3.3971,2.1118,1.9706
-2.9967,2.6495,1.8839
-3.934,0.7235,0.87595
-3.8854,0.95076,1.295
-3.4304,2.0573,0.046461
-3.5598,1.8242,2.9522
-3.4983,1.9395,0.50151
-2.6226,3.0203,0.31865
-2.8728,2.7834,1.1172
-3.2712,2.302,0.59436
-2.6853,2.9646,1.4691
-3.856,1.0636,1.0185
-2.5863,3.0514,2.8549
-2.6728,2.9759,2.761
-2.518,3.108,0.15803
-2.6776,2.9716,2.2136
-3.1947,2.407,0.80736
-2.8979,2.7572,1.2685
-3.9232,0.78006,1.6436
-3.1825,2.4231,2.8282
-2.5582,3.075,1.2532
-3.9093,0.84682,2.9492
-3.9584,0.5753,0.90436
-3.2018,2.3976,2.1033
-2.3436,3.2415,1.999
-2.7598,2.8954,1.6174
-3.1339,2.4857,2.0943
-3.5123,1.9141,1.9996
-2.7708,2.8849,0.5344
-3.5262,1.8883,0.38404
-3.6969,1.5274,2.9972
-2.6614,2.9862,0.51336
-2.3624,3.2279,0.097802
-2.861,2.7954,1.6836
-2.9174,2.7366,2.6456
-3.169,2.4408,2.0075
-3.3476,2.1894,0.5713
-2.2665,3.2959,1.1067
-2.7715,2.8842,1.3822
-3.8105,1.2166,2.9449
-2.0925,3.409,0.46921
-3.9271,0.76025,2.5666
-3.7232,1.462,1.9343
-3.3083,2.2484,1.1288
-3.483,1.9669,0.57277
-2.7038,2.9478,1.2848
-3.2454,2.3383,1.4461
-3.8789,0.97669,7.3618
-2.2632,3.2982,8.7685
-3.1133,2.5114,7.6786
-2.7646,2.8908,8.1539
-3.8094,1.2199,8.749
-3.1852,2.4196,7.7554
-3.9138,0.82603,7.8713
-2.5498,3.082,8.8513
-2.7751,2.8808,7.7958
-2.4452,3.1656,9.4731
-2.4175,3.1868,9.948
-3.8795,0.97455,9.1907
-3.4851,1.9631,8.0316
-3.4298,2.0582,8.7522
